Minute	Call Count
2023-06-27 15:23	undefined	undefined
2023-06-27 15:25	undefined	undefined
2023-06-27 15:26	undefined	undefined
2023-06-27 15:29	undefined	undefined
2023-06-27 15:31	undefined	undefined
2023-06-27 15:33	undefined	undefined
2023-06-27 15:34	undefined	undefined
2023-06-27 15:36	undefined	undefined
2023-06-27 15:38	undefined	undefined
2023-06-27 15:41	undefined	undefined
2023-06-27 15:43	undefined	undefined
2023-06-27 15:44	undefined	undefined
2023-06-27 15:46	undefined	undefined
2023-06-27 15:47	undefined	undefined
2023-06-27 15:49	undefined	undefined
2023-06-27 15:50	undefined	undefined
2023-06-27 15:51	undefined	undefined
2023-06-27 15:53	undefined	undefined
2023-06-27 15:54	undefined	undefined
2023-06-27 15:55	undefined	undefined
2023-06-27 15:56	undefined	undefined
2023-06-27 15:58	undefined	undefined
2023-06-27 16:02	undefined	undefined
2023-06-27 16:03	undefined	undefined
2023-06-27 16:04	undefined	undefined
2023-06-27 16:06	undefined	undefined
2023-06-27 16:08	undefined	undefined
2023-06-27 16:09	undefined	undefined
2023-06-27 16:10	undefined	undefined
2023-06-27 16:11	undefined	undefined
2023-06-27 16:12	undefined	undefined
2023-06-27 16:13	undefined	undefined
2023-06-27 16:14	undefined	undefined
2023-06-27 16:15	undefined	undefined
2023-06-27 16:17	undefined	undefined
2023-06-27 16:18	undefined	undefined
2023-06-27 16:20	undefined	undefined
2023-06-27 16:22	undefined	undefined
2023-06-27 16:24	undefined	undefined
2023-06-27 16:25	undefined	undefined
2023-06-27 16:26	undefined	undefined
2023-06-27 16:29	undefined	undefined
2023-06-27 16:31	undefined	undefined
2023-06-27 16:32	undefined	undefined
2023-06-27 16:34	undefined	undefined
2023-06-27 16:36	undefined	undefined
2023-06-27 16:38	undefined	undefined
2023-06-27 16:39	undefined	undefined
2023-06-27 16:40	undefined	undefined
2023-06-27 16:41	undefined	undefined
2023-06-27 16:42	undefined	undefined
2023-06-27 16:44	undefined	undefined
2023-06-27 16:45	undefined	undefined
2023-06-27 16:48	undefined	undefined
2023-06-27 16:51	undefined	undefined
2023-06-27 16:53	undefined	undefined
2023-06-27 16:56	undefined	undefined
2023-06-27 16:57	undefined	undefined
2023-06-27 16:58	undefined	undefined
2023-06-27 17:00	undefined	undefined
2023-06-27 17:02	undefined	undefined
2023-06-27 17:03	undefined	undefined
2023-06-27 17:04	undefined	undefined
2023-06-27 17:07	undefined	undefined
2023-06-27 17:09	undefined	undefined
2023-06-27 17:10	undefined	undefined
2023-06-27 17:12	undefined	undefined
2023-06-27 17:14	undefined	undefined
2023-06-27 17:17	undefined	undefined
2023-06-27 17:19	undefined	undefined
2023-06-27 17:22	undefined	undefined
2023-06-27 17:23	undefined	undefined
2023-06-27 17:24	undefined	undefined
2023-06-27 17:25	undefined	undefined
2023-06-27 17:28	undefined	undefined
2023-06-27 17:30	undefined	undefined
2023-06-27 17:31	undefined	undefined
2023-06-27 17:33	undefined	undefined
2023-06-27 17:34	undefined	undefined
2023-06-27 17:35	undefined	undefined
2023-06-27 17:36	undefined	undefined
2023-06-27 17:37	undefined	undefined
2023-06-27 17:39	undefined	undefined
2023-06-27 17:43	undefined	undefined
2023-06-27 17:46	undefined	undefined
2023-06-27 17:47	undefined	undefined
2023-06-27 17:48	undefined	undefined
2023-06-27 17:52	undefined	undefined
2023-06-27 17:53	undefined	undefined
2023-06-27 17:54	undefined	undefined
2023-06-27 17:55	undefined	undefined
2023-06-27 17:56	undefined	undefined
2023-06-27 17:57	undefined	undefined
2023-06-27 17:58	undefined	undefined
2023-06-27 18:01	undefined	undefined
2023-06-27 18:02	undefined	undefined
2023-06-27 18:03	undefined	undefined
2023-06-27 18:04	undefined	undefined
2023-06-27 18:05	undefined	undefined
2023-06-27 18:06	undefined	undefined
2023-06-27 18:07	undefined	undefined
2023-06-27 18:11	undefined	undefined
2023-06-27 18:12	undefined	undefined
2023-06-27 18:13	undefined	undefined
2023-06-27 18:14	undefined	undefined
2023-06-27 18:18	undefined	undefined
2023-06-27 18:21	undefined	undefined
2023-06-27 18:25	undefined	undefined
2023-06-27 18:27	undefined	undefined
2023-06-27 18:28	undefined	undefined
2023-06-27 18:29	undefined	undefined
2023-06-27 18:30	undefined	undefined
2023-06-27 18:32	undefined	undefined
2023-06-27 18:36	undefined	undefined
2023-06-27 18:41	undefined	undefined
2023-06-27 18:42	undefined	undefined
2023-06-27 18:44	undefined	undefined
2023-06-27 18:46	undefined	undefined
2023-06-27 18:48	undefined	undefined
2023-06-27 18:49	undefined	undefined
2023-06-27 18:52	undefined	undefined
2023-06-27 18:53	undefined	undefined
2023-06-27 18:54	undefined	undefined
2023-06-27 18:55	undefined	undefined
2023-06-27 18:56	undefined	undefined
2023-06-27 18:57	undefined	undefined
2023-06-27 18:58	undefined	undefined
2023-06-27 18:59	undefined	undefined
2023-06-27 19:00	undefined	undefined
2023-06-27 19:01	undefined	undefined
2023-06-27 19:02	undefined	undefined
2023-06-27 19:03	undefined	undefined
2023-06-27 19:06	undefined	undefined
2023-06-27 19:09	undefined	undefined
2023-06-27 19:10	undefined	undefined
2023-06-27 19:13	undefined	undefined
2023-06-27 19:16	undefined	undefined
2023-06-27 19:19	undefined	undefined
2023-06-27 19:22	undefined	undefined
2023-06-27 19:23	undefined	undefined
2023-06-27 19:25	undefined	undefined
2023-06-27 19:28	undefined	undefined
2023-06-27 19:31	undefined	undefined
2023-06-27 19:32	undefined	undefined
2023-06-27 19:35	undefined	undefined
2023-06-27 19:38	undefined	undefined
2023-06-27 19:40	undefined	undefined
2023-06-27 19:43	undefined	undefined
2023-06-27 19:44	undefined	undefined
2023-06-27 19:45	undefined	undefined
2023-06-27 19:46	undefined	undefined
2023-06-27 19:47	undefined	undefined
2023-06-27 19:48	undefined	undefined
2023-06-27 19:49	undefined	undefined
2023-06-27 19:53	undefined	undefined
2023-06-27 19:54	undefined	undefined
2023-06-27 19:56	undefined	undefined
2023-06-27 19:58	undefined	undefined
2023-06-27 20:01	undefined	undefined
2023-06-27 20:02	undefined	undefined
2023-06-27 20:05	undefined	undefined
2023-06-27 20:07	undefined	undefined
2023-06-27 20:10	undefined	undefined
2023-06-27 20:13	undefined	undefined
2023-06-27 20:15	undefined	undefined
2023-06-27 20:16	undefined	undefined
2023-06-27 20:20	undefined	undefined
2023-06-27 20:22	undefined	undefined
2023-06-27 20:30	undefined	undefined
2023-06-27 20:31	undefined	undefined
2023-06-27 20:33	undefined	undefined
2023-06-27 20:35	undefined	undefined
2023-06-27 20:36	undefined	undefined
2023-06-27 20:37	undefined	undefined
2023-06-27 20:38	undefined	undefined
2023-06-27 20:40	undefined	undefined
2023-06-27 20:41	undefined	undefined
2023-06-27 20:44	undefined	undefined
2023-06-27 20:46	undefined	undefined
2023-06-27 20:47	undefined	undefined
2023-06-27 20:48	undefined	undefined
2023-06-27 20:50	undefined	undefined
2023-06-27 20:53	undefined	undefined
2023-06-27 20:54	undefined	undefined
2023-06-27 20:56	undefined	undefined
2023-06-27 21:00	undefined	undefined
2023-06-27 21:03	undefined	undefined
2023-06-27 21:04	undefined	undefined
2023-06-27 21:06	undefined	undefined
2023-06-27 21:08	undefined	undefined
2023-06-27 21:09	undefined	undefined
2023-06-27 21:10	undefined	undefined
2023-06-27 21:11	undefined	undefined
2023-06-27 21:12	undefined	undefined
2023-06-27 21:13	undefined	undefined
2023-06-27 21:14	undefined	undefined
2023-06-27 21:15	undefined	undefined
2023-06-27 21:16	undefined	undefined
2023-06-27 21:18	undefined	undefined
2023-06-27 21:19	undefined	undefined
2023-06-27 21:20	undefined	undefined
2023-06-27 21:24	undefined	undefined
2023-06-27 21:25	undefined	undefined
2023-06-27 21:28	undefined	undefined
2023-06-27 21:31	undefined	undefined
2023-06-27 21:34	undefined	undefined
2023-06-27 21:36	undefined	undefined
2023-06-27 21:38	undefined	undefined
2023-06-27 21:40	undefined	undefined
2023-06-27 21:41	undefined	undefined
2023-06-27 21:43	undefined	undefined
2023-06-27 21:44	undefined	undefined
2023-06-27 21:46	undefined	undefined
2023-06-27 21:49	undefined	undefined
2023-06-27 21:50	undefined	undefined
2023-06-27 21:51	undefined	undefined
2023-06-27 21:52	undefined	undefined
2023-06-27 21:53	undefined	undefined
2023-06-27 21:54	undefined	undefined
2023-06-27 21:55	undefined	undefined
2023-06-27 21:56	undefined	undefined
2023-06-27 21:57	undefined	undefined
2023-06-27 21:58	undefined	undefined
2023-06-27 21:59	undefined	undefined
2023-06-27 22:00	undefined	undefined
2023-06-27 22:01	undefined	undefined
2023-06-27 22:02	undefined	undefined
2023-06-27 22:03	undefined	undefined
2023-06-27 22:04	undefined	undefined
2023-06-27 22:05	undefined	undefined
2023-06-27 22:06	undefined	undefined
2023-06-27 22:09	undefined	undefined
2023-06-27 22:12	undefined	undefined
2023-06-27 22:14	undefined	undefined
2023-06-27 22:16	undefined	undefined
2023-06-27 22:19	undefined	undefined
2023-06-27 22:22	undefined	undefined
2023-06-27 22:25	undefined	undefined
2023-06-27 22:26	undefined	undefined
2023-06-27 22:28	undefined	undefined
2023-06-27 22:29	undefined	undefined
2023-06-27 22:30	undefined	undefined
2023-06-27 22:31	undefined	undefined
2023-06-27 22:33	undefined	undefined
2023-06-27 22:34	undefined	undefined
2023-06-27 22:35	undefined	undefined
2023-06-27 22:37	undefined	undefined
2023-06-27 22:39	undefined	undefined
2023-06-27 22:40	undefined	undefined
2023-06-27 22:41	undefined	undefined
2023-06-27 22:42	undefined	undefined
2023-06-27 22:43	undefined	undefined
2023-06-27 22:44	undefined	undefined
2023-06-27 22:48	undefined	undefined
2023-06-27 22:49	undefined	undefined
2023-06-27 22:50	undefined	undefined
2023-06-27 22:52	undefined	undefined
2023-06-27 22:55	undefined	undefined
2023-06-27 22:58	undefined	undefined
2023-06-27 23:00	undefined	undefined
2023-06-27 23:02	undefined	undefined
2023-06-27 23:04	undefined	undefined
2023-06-27 23:05	undefined	undefined
2023-06-27 23:06	undefined	undefined
2023-06-27 23:09	undefined	undefined
2023-06-27 23:10	undefined	undefined
2023-06-27 23:13	undefined	undefined
2023-06-27 23:15	undefined	undefined
2023-06-27 23:16	undefined	undefined
2023-06-27 23:17	undefined	undefined
2023-06-27 23:18	undefined	undefined
2023-06-27 23:19	undefined	undefined
2023-06-27 23:20	undefined	undefined
2023-06-27 23:21	undefined	undefined
2023-06-27 23:24	undefined	undefined
2023-06-27 23:25	undefined	undefined
2023-06-27 23:26	undefined	undefined
2023-06-27 23:27	undefined	undefined
2023-06-27 23:29	undefined	undefined
2023-06-27 23:30	undefined	undefined
2023-06-27 23:32	undefined	undefined
2023-06-27 23:33	undefined	undefined
2023-06-27 23:34	undefined	undefined
2023-06-27 23:36	undefined	undefined
2023-06-27 23:40	undefined	undefined
2023-06-27 23:44	undefined	undefined
2023-06-27 23:48	undefined	undefined
2023-06-27 23:51	undefined	undefined
2023-06-27 23:52	undefined	undefined
2023-06-27 23:55	undefined	undefined
2023-06-28 00:00	undefined	undefined
2023-06-28 00:07	undefined	undefined
2023-06-28 00:08	undefined	undefined
2023-06-28 00:09	undefined	undefined
2023-06-28 00:11	undefined	undefined
2023-06-28 00:12	undefined	undefined
2023-06-28 00:13	undefined	undefined
2023-06-28 00:15	undefined	undefined
2023-06-28 00:17	undefined	undefined
2023-06-28 00:19	undefined	undefined
2023-06-28 00:20	undefined	undefined
2023-06-28 00:23	undefined	undefined
2023-06-28 00:24	undefined	undefined
2023-06-28 00:27	undefined	undefined
2023-06-28 00:29	undefined	undefined
2023-06-28 00:31	undefined	undefined
2023-06-28 00:35	undefined	undefined
2023-06-28 00:39	undefined	undefined
2023-06-28 00:40	undefined	undefined
2023-06-28 00:42	undefined	undefined
2023-06-28 00:43	undefined	undefined
2023-06-28 00:46	undefined	undefined
2023-06-28 00:50	undefined	undefined
2023-06-28 00:52	undefined	undefined
2023-06-28 00:53	undefined	undefined
2023-06-28 00:54	undefined	undefined
2023-06-28 00:56	undefined	undefined
2023-06-28 00:58	undefined	undefined
2023-06-28 01:00	undefined	undefined
2023-06-28 01:02	undefined	undefined
2023-06-28 01:03	undefined	undefined
2023-06-28 01:04	undefined	undefined
2023-06-28 01:06	undefined	undefined
2023-06-28 01:07	undefined	undefined
2023-06-28 01:09	undefined	undefined
2023-06-28 01:11	undefined	undefined
2023-06-28 01:12	undefined	undefined
2023-06-28 01:13	undefined	undefined
2023-06-28 01:14	undefined	undefined
2023-06-28 01:15	undefined	undefined
2023-06-28 01:17	undefined	undefined
2023-06-28 01:20	undefined	undefined
2023-06-28 01:25	undefined	undefined
2023-06-28 01:28	undefined	undefined
2023-06-28 01:32	undefined	undefined
2023-06-28 01:35	undefined	undefined
2023-06-28 01:36	undefined	undefined
2023-06-28 01:38	undefined	undefined
2023-06-28 01:41	undefined	undefined
2023-06-28 01:44	undefined	undefined
2023-06-28 01:46	undefined	undefined
2023-06-28 01:47	undefined	undefined
2023-06-28 01:48	undefined	undefined
2023-06-28 01:54	undefined	undefined
2023-06-28 01:55	undefined	undefined
2023-06-28 01:56	undefined	undefined
2023-06-28 02:00	undefined	undefined
2023-06-28 02:01	undefined	undefined
2023-06-28 02:02	undefined	undefined
2023-06-28 02:03	undefined	undefined
2023-06-28 02:05	undefined	undefined
2023-06-28 02:06	undefined	undefined
2023-06-28 02:08	undefined	undefined
2023-06-28 02:12	undefined	undefined
2023-06-28 02:17	undefined	undefined
2023-06-28 02:20	undefined	undefined
2023-06-28 02:23	undefined	undefined
2023-06-28 02:26	undefined	undefined
2023-06-28 02:27	undefined	undefined
2023-06-28 02:28	undefined	undefined
2023-06-28 02:31	undefined	undefined
2023-06-28 02:35	undefined	undefined
2023-06-28 02:36	undefined	undefined
2023-06-28 02:37	undefined	undefined
2023-06-28 02:38	undefined	undefined
2023-06-28 02:40	undefined	undefined
2023-06-28 02:41	undefined	undefined
2023-06-28 02:42	undefined	undefined
2023-06-28 02:43	undefined	undefined
2023-06-28 02:45	undefined	undefined
2023-06-28 02:46	undefined	undefined
2023-06-28 02:47	undefined	undefined
2023-06-28 02:56	undefined	undefined
2023-06-28 02:57	undefined	undefined
2023-06-28 02:58	undefined	undefined
2023-06-28 02:59	undefined	undefined
2023-06-28 03:00	undefined	undefined
2023-06-28 03:04	undefined	undefined
2023-06-28 03:07	undefined	undefined
2023-06-28 03:08	undefined	undefined
2023-06-28 03:10	undefined	undefined
2023-06-28 03:11	undefined	undefined
2023-06-28 03:12	undefined	undefined
2023-06-28 03:13	undefined	undefined
2023-06-28 03:14	undefined	undefined
2023-06-28 03:16	undefined	undefined
2023-06-28 03:17	undefined	undefined
2023-06-28 03:19	undefined	undefined
2023-06-28 03:21	undefined	undefined
2023-06-28 03:24	undefined	undefined
2023-06-28 03:25	undefined	undefined
2023-06-28 03:28	undefined	undefined
2023-06-28 03:29	undefined	undefined
2023-06-28 03:30	undefined	undefined
2023-06-28 03:31	undefined	undefined
2023-06-28 03:32	undefined	undefined
2023-06-28 03:33	undefined	undefined
2023-06-28 03:35	undefined	undefined
2023-06-28 03:36	undefined	undefined
2023-06-28 03:37	undefined	undefined
2023-06-28 03:39	undefined	undefined
2023-06-28 03:40	undefined	undefined
2023-06-28 03:42	undefined	undefined
2023-06-28 03:43	undefined	undefined
2023-06-28 03:46	undefined	undefined
2023-06-28 03:58	undefined	undefined
2023-06-28 03:59	undefined	undefined
2023-06-28 04:01	undefined	undefined
2023-06-28 04:04	undefined	undefined
2023-06-28 04:05	undefined	undefined
2023-06-28 04:07	undefined	undefined
2023-06-28 04:10	undefined	undefined
2023-06-28 04:11	undefined	undefined
2023-06-28 04:13	undefined	undefined
2023-06-28 04:14	undefined	undefined
2023-06-28 04:16	undefined	undefined
2023-06-28 04:17	undefined	undefined
2023-06-28 04:19	undefined	undefined
2023-06-28 04:22	undefined	undefined
2023-06-28 04:23	undefined	undefined
2023-06-28 04:24	undefined	undefined
2023-06-28 04:25	undefined	undefined
2023-06-28 04:26	undefined	undefined
2023-06-28 04:27	undefined	undefined
2023-06-28 04:29	undefined	undefined
2023-06-28 04:32	undefined	undefined
2023-06-28 04:33	undefined	undefined
2023-06-28 04:36	undefined	undefined
2023-06-28 04:38	undefined	undefined
2023-06-28 04:41	undefined	undefined
2023-06-28 04:42	undefined	undefined
2023-06-28 04:44	undefined	undefined
2023-06-28 04:46	undefined	undefined
2023-06-28 04:47	undefined	undefined
2023-06-28 04:48	undefined	undefined
2023-06-28 04:49	undefined	undefined
2023-06-28 04:50	undefined	undefined
2023-06-28 04:52	undefined	undefined
2023-06-28 04:55	undefined	undefined
2023-06-28 04:57	undefined	undefined
2023-06-28 04:58	undefined	undefined
2023-06-28 05:01	undefined	undefined
2023-06-28 05:02	undefined	undefined
2023-06-28 05:05	undefined	undefined
2023-06-28 05:08	undefined	undefined
2023-06-28 05:10	undefined	undefined
2023-06-28 05:11	undefined	undefined
2023-06-28 05:14	undefined	undefined
2023-06-28 05:18	undefined	undefined
2023-06-28 05:21	undefined	undefined
2023-06-28 05:22	undefined	undefined
2023-06-28 05:25	undefined	undefined
2023-06-28 05:26	undefined	undefined
2023-06-28 05:28	undefined	undefined
2023-06-28 05:32	undefined	undefined
2023-06-28 05:34	undefined	undefined
2023-06-28 05:35	undefined	undefined
2023-06-28 05:36	undefined	undefined
2023-06-28 05:37	undefined	undefined
2023-06-28 05:38	undefined	undefined
2023-06-28 05:40	undefined	undefined
2023-06-28 05:41	undefined	undefined
2023-06-28 05:43	undefined	undefined
2023-06-28 05:44	undefined	undefined
2023-06-28 05:45	undefined	undefined
2023-06-28 05:46	undefined	undefined
2023-06-28 05:47	undefined	undefined
2023-06-28 05:48	undefined	undefined
2023-06-28 05:49	undefined	undefined
2023-06-28 05:50	undefined	undefined
2023-06-28 05:51	undefined	undefined
2023-06-28 05:53	undefined	undefined
2023-06-28 05:55	undefined	undefined
2023-06-28 05:58	undefined	undefined
2023-06-28 05:59	undefined	undefined
2023-06-28 06:01	undefined	undefined
2023-06-28 06:02	undefined	undefined
2023-06-28 06:05	undefined	undefined
2023-06-28 06:08	undefined	undefined
2023-06-28 06:10	undefined	undefined
2023-06-28 06:12	undefined	undefined
2023-06-28 06:15	undefined	undefined
2023-06-28 06:17	undefined	undefined
2023-06-28 06:18	undefined	undefined
2023-06-28 06:22	undefined	undefined
2023-06-28 06:23	undefined	undefined
2023-06-28 06:24	undefined	undefined
2023-06-28 06:25	undefined	undefined
2023-06-28 06:26	undefined	undefined
2023-06-28 06:28	undefined	undefined
2023-06-28 06:29	undefined	undefined
2023-06-28 06:31	undefined	undefined
2023-06-28 06:32	undefined	undefined
2023-06-28 06:35	undefined	undefined
2023-06-28 06:37	undefined	undefined
2023-06-28 06:39	undefined	undefined
2023-06-28 06:41	undefined	undefined
2023-06-28 06:42	undefined	undefined
2023-06-28 06:43	undefined	undefined
2023-06-28 06:46	undefined	undefined
2023-06-28 06:50	undefined	undefined
2023-06-28 06:53	undefined	undefined
2023-06-28 06:54	undefined	undefined
2023-06-28 06:56	undefined	undefined
2023-06-28 06:59	undefined	undefined
2023-06-28 07:01	undefined	undefined
2023-06-28 07:03	undefined	undefined
2023-06-28 07:07	undefined	undefined
2023-06-28 07:09	undefined	undefined
2023-06-28 07:13	undefined	undefined
2023-06-28 07:15	undefined	undefined
2023-06-28 07:19	undefined	undefined
2023-06-28 07:21	undefined	undefined
2023-06-28 07:26	undefined	undefined
2023-06-28 07:29	undefined	undefined
2023-06-28 07:30	undefined	undefined
2023-06-28 07:31	undefined	undefined
2023-06-28 07:32	undefined	undefined
2023-06-28 07:34	undefined	undefined
2023-06-28 07:35	undefined	undefined
2023-06-28 07:38	undefined	undefined
2023-06-28 07:39	undefined	undefined
2023-06-28 07:42	undefined	undefined
2023-06-28 07:44	undefined	undefined
2023-06-28 07:48	undefined	undefined
2023-06-28 07:51	undefined	undefined
2023-06-28 07:53	undefined	undefined
2023-06-28 07:54	undefined	undefined
2023-06-28 07:58	undefined	undefined
2023-06-28 08:01	undefined	undefined
2023-06-28 08:05	undefined	undefined
2023-06-28 08:08	undefined	undefined
2023-06-28 08:11	undefined	undefined
2023-06-28 08:12	undefined	undefined
2023-06-28 08:13	undefined	undefined
2023-06-28 08:15	undefined	undefined
2023-06-28 08:18	undefined	undefined
2023-06-28 08:19	undefined	undefined
2023-06-28 08:20	undefined	undefined
2023-06-28 08:21	undefined	undefined
2023-06-28 08:25	undefined	undefined
2023-06-28 08:26	undefined	undefined
2023-06-28 08:28	undefined	undefined
2023-06-28 08:31	undefined	undefined
2023-06-28 08:34	undefined	undefined
2023-06-28 08:39	undefined	undefined
2023-06-28 08:42	undefined	undefined
2023-06-28 08:44	undefined	undefined
2023-06-28 08:47	undefined	undefined
2023-06-28 08:48	undefined	undefined
2023-06-28 08:49	undefined	undefined
2023-06-28 08:51	undefined	undefined
2023-06-28 08:53	undefined	undefined
2023-06-28 08:54	undefined	undefined
2023-06-28 08:56	undefined	undefined
2023-06-28 08:57	undefined	undefined
2023-06-28 08:59	undefined	undefined
2023-06-28 09:02	undefined	undefined
2023-06-28 09:05	undefined	undefined
2023-06-28 09:08	undefined	undefined
2023-06-28 09:09	undefined	undefined
2023-06-28 09:10	undefined	undefined
2023-06-28 09:11	undefined	undefined
2023-06-28 09:14	undefined	undefined
2023-06-28 09:18	undefined	undefined
2023-06-28 09:19	undefined	undefined
2023-06-28 09:20	undefined	undefined
2023-06-28 09:21	undefined	undefined
2023-06-28 09:22	undefined	undefined
2023-06-28 09:25	undefined	undefined
2023-06-28 09:28	undefined	undefined
2023-06-28 09:29	undefined	undefined
2023-06-28 09:30	undefined	undefined
2023-06-28 09:33	undefined	undefined
2023-06-28 09:34	undefined	undefined
2023-06-28 09:35	undefined	undefined
2023-06-28 09:39	undefined	undefined
2023-06-28 09:40	undefined	undefined
2023-06-28 09:41	undefined	undefined
2023-06-28 09:42	undefined	undefined
2023-06-28 09:45	undefined	undefined
2023-06-28 09:46	undefined	undefined
2023-06-28 09:47	undefined	undefined
2023-06-28 09:50	undefined	undefined
2023-06-28 09:53	undefined	undefined
2023-06-28 09:54	undefined	undefined
2023-06-28 09:58	undefined	undefined
2023-06-28 10:03	undefined	undefined
2023-06-28 10:06	undefined	undefined
2023-06-28 10:11	undefined	undefined
2023-06-28 10:14	undefined	undefined
2023-06-28 10:16	undefined	undefined
2023-06-28 10:18	undefined	undefined
2023-06-28 10:22	undefined	undefined
2023-06-28 10:26	undefined	undefined
2023-06-28 10:30	undefined	undefined
2023-06-28 10:31	undefined	undefined
2023-06-28 10:32	undefined	undefined
2023-06-28 10:35	undefined	undefined
2023-06-28 10:39	undefined	undefined
2023-06-28 10:43	undefined	undefined
2023-06-28 10:46	undefined	undefined
2023-06-28 10:48	undefined	undefined
2023-06-28 10:49	undefined	undefined
2023-06-28 10:50	undefined	undefined
2023-06-28 10:51	undefined	undefined
2023-06-28 10:53	undefined	undefined
2023-06-28 10:54	undefined	undefined
2023-06-28 10:57	undefined	undefined
2023-06-28 11:00	undefined	undefined
2023-06-28 11:05	undefined	undefined
2023-06-28 11:09	undefined	undefined
2023-06-28 11:13	undefined	undefined
2023-06-28 11:16	undefined	undefined
2023-06-28 11:17	undefined	undefined
2023-06-28 11:21	undefined	undefined
2023-06-28 11:26	undefined	undefined
2023-06-28 11:29	undefined	undefined
2023-06-28 11:31	undefined	undefined
2023-06-28 11:34	undefined	undefined
2023-06-28 11:35	undefined	undefined
2023-06-28 11:38	undefined	undefined
2023-06-28 11:43	undefined	undefined
2023-06-28 11:46	undefined	undefined
2023-06-28 11:48	undefined	undefined
2023-06-28 11:49	undefined	undefined
2023-06-28 11:50	undefined	undefined
2023-06-28 11:55	undefined	undefined
2023-06-28 12:00	undefined	undefined
2023-06-28 12:02	undefined	undefined
2023-06-28 12:03	undefined	undefined
2023-06-28 12:08	undefined	undefined
2023-06-28 12:11	undefined	undefined
2023-06-28 12:13	undefined	undefined
2023-06-28 12:15	undefined	undefined
2023-06-28 12:18	undefined	undefined
2023-06-28 12:20	undefined	undefined
2023-06-28 12:23	undefined	undefined
2023-06-28 12:28	undefined	undefined
2023-06-28 12:29	undefined	undefined
2023-06-28 12:33	undefined	undefined
2023-06-28 12:37	undefined	undefined
2023-06-28 12:41	undefined	undefined
2023-06-28 12:44	undefined	undefined
2023-06-28 12:48	undefined	undefined
2023-06-28 12:49	undefined	undefined
2023-06-28 12:50	undefined	undefined
2023-06-28 12:51	undefined	undefined
2023-06-28 12:52	undefined	undefined
2023-06-28 12:53	undefined	undefined
2023-06-28 12:54	undefined	undefined
2023-06-28 12:55	undefined	undefined
2023-06-28 12:56	undefined	undefined
2023-06-28 12:57	undefined	undefined
2023-06-28 12:58	undefined	undefined
2023-06-28 13:00	undefined	undefined
2023-06-28 13:02	undefined	undefined
2023-06-28 13:04	undefined	undefined
2023-06-28 13:06	undefined	undefined
2023-06-28 13:07	undefined	undefined
2023-06-28 13:08	undefined	undefined
2023-06-28 13:09	undefined	undefined
2023-06-28 13:11	undefined	undefined
2023-06-28 13:13	undefined	undefined
2023-06-28 13:14	undefined	undefined
2023-06-28 13:16	undefined	undefined
2023-06-28 13:17	undefined	undefined
2023-06-28 13:21	undefined	undefined
2023-06-28 13:23	undefined	undefined
2023-06-28 13:24	undefined	undefined
2023-06-28 13:26	undefined	undefined
2023-06-28 13:27	undefined	undefined
2023-06-28 13:28	undefined	undefined
2023-06-28 13:31	undefined	undefined
2023-06-28 13:33	undefined	undefined
2023-06-28 13:34	undefined	undefined
2023-06-28 13:36	undefined	undefined
2023-06-28 13:37	undefined	undefined
2023-06-28 13:38	undefined	undefined
2023-06-28 13:39	undefined	undefined
2023-06-28 13:40	undefined	undefined
2023-06-28 13:43	undefined	undefined
2023-06-28 13:45	undefined	undefined
2023-06-28 13:49	undefined	undefined
2023-06-28 13:51	undefined	undefined
2023-06-28 13:52	undefined	undefined
2023-06-28 13:56	undefined	undefined
2023-06-28 13:57	undefined	undefined
2023-06-28 13:59	undefined	undefined
2023-06-28 14:02	undefined	undefined
2023-06-28 14:03	undefined	undefined
2023-06-28 14:07	undefined	undefined
2023-06-28 14:10	undefined	undefined
2023-06-28 14:14	undefined	undefined
2023-06-28 14:15	undefined	undefined
2023-06-28 14:16	undefined	undefined
2023-06-28 14:17	undefined	undefined
2023-06-28 14:20	undefined	undefined
2023-06-28 14:23	undefined	undefined
2023-06-28 14:24	undefined	undefined
2023-06-28 14:25	undefined	undefined
2023-06-28 14:28	undefined	undefined
2023-06-28 14:29	undefined	undefined
2023-06-28 14:30	undefined	undefined
2023-06-28 14:31	undefined	undefined
2023-06-28 14:32	undefined	undefined
2023-06-28 14:33	undefined	undefined
2023-06-28 14:34	undefined	undefined
2023-06-28 14:37	undefined	undefined
2023-06-28 14:39	undefined	undefined
2023-06-28 14:40	undefined	undefined
2023-06-28 14:41	undefined	undefined
2023-06-28 14:42	undefined	undefined
2023-06-28 14:43	undefined	undefined
2023-06-28 14:45	undefined	undefined
2023-06-28 14:46	undefined	undefined
2023-06-28 14:49	undefined	undefined
2023-06-28 14:51	undefined	undefined
2023-06-28 14:53	undefined	undefined
2023-06-28 14:56	undefined	undefined
2023-06-28 14:58	undefined	undefined
2023-06-28 14:59	undefined	undefined
2023-06-28 15:00	undefined	undefined
2023-06-28 15:03	undefined	undefined
2023-06-28 15:04	undefined	undefined
2023-06-28 15:07	undefined	undefined
2023-06-28 15:09	undefined	undefined
2023-06-28 15:10	undefined	undefined
2023-06-28 15:12	undefined	undefined
2023-06-28 15:13	undefined	undefined
2023-06-28 15:16	undefined	undefined
2023-06-28 15:19	undefined	undefined
2023-06-28 15:20	undefined	undefined
2023-06-28 15:22	undefined	undefined
2023-06-28 15:23	undefined	undefined
2023-06-28 15:26	undefined	undefined
